KFC|37|2.5|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c7fb9aff59f9/ico/stars/v1/stars_2_half.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/8e8633e5f8f0/ico/stars/v1/stars_small_2_half.png|https://www.yelp.com/biz/kfc-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|The area isn't the nicest but the servers here have only been super courteous and nice when I'm here and they haven't failed on my orders.I'm not...|https://s3-media3.fl.yelpcdn.com/bphoto/AmWHOXIw_qGgXcnuHDnr3w/ms.jpg|+1-408-298-8880|San Jose|CA|95112|552 East Santa Clara Street#232 Harman-Senore, Inc.|37.34152|-121.87873
Tofoo Com Chay|883|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/tofoo-com-chay-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|What the place lacks in space, it multiplies in flavor and freshness. A tiny joint located in Santa Clara, TCC doles out just about the bestest vegetarian...|https://s3-media2.fl.yelpcdn.com/bphoto/kpy2GuDkZKY5cOF09Gj2zw/ms.jpg|+1-408-286-6335|San Jose|CA|95113|388 E Santa Clara St|37.340020760894|-121.88238322735
Hawaiian Drive Inn|152|3.5|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png|https://www.yelp.com/biz/hawaiian-drive-inn-san-jose-4?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|The food is great and the owner is nice. Being regular since I enter sjsu!Love here and would come back after I graduate.|https://s3-media1.fl.yelpcdn.com/bphoto/6KUzXrsO9xJF1CTxUYVrZg/ms.jpg|+1-408-275-9888|San Jose|CA|95113|304 E Santa Clara StSte B|37.33904|-121.88383
HOM Korean Kitchen|377|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/hom-korean-kitchen-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|This restaurant is indeed a hidden-gem in downtown San Jose. I like this place because its catered to students nearby, it opens a little later than most...|https://s3-media3.fl.yelpcdn.com/bphoto/SSWvCeMG4AEcHyKM-GwDQQ/ms.jpg|+1-408-703-4777|San Jose|CA|95113|76 E Santa Clara St|37.3367777|-121.8890072
Lee's Sandwiches|311|3.5|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png|https://www.yelp.com/biz/lees-sandwiches-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|This place is awesome. I've been to other Lee's and they just don't stack up. They are very friendly and quick to get your order out. I recommend the #19...|https://s3-media4.fl.yelpcdn.com/bphoto/ow9JFESqJ3zl0Yz8uokoFQ/ms.jpg|+1-408-286-8808|San Jose|CA|95113|260 E Santa Clara St|37.338434405787|-121.88474368123
La Victoria Taqueria|3025|3.5|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png|https://www.yelp.com/biz/la-victoria-taqueria-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|If you didn't drench all your food in orange sauce, did you even go to La Vics?! Love this place when it comes the sauce because its truly one of a kind. I...|https://s3-media4.fl.yelpcdn.com/bphoto/30U8GR-8nCdvYO13eNtZxA/ms.jpg|+1-408-298-5335|San Jose|CA|95112|140 E San Carlos St|37.332554634918|-121.88438061533
Nick The Greek|508|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/nick-the-greek-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Not bad for a fast food type Greek food. Their lamb gyro was good such as their Greek fries. The location is a little dirty but it's not necessarily a...|https://s3-media2.fl.yelpcdn.com/bphoto/hGUTqcye4dCCcrifXThxtQ/ms.jpg|+1-408-294-6425|San Jose|CA|95113|143 W Santa Clara St|37.335210678353|-121.89277582956
Tandoori Oven|488|3|https://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png|https://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png|https://www.yelp.com/biz/tandoori-oven-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|I'm not actually a fan of Indian food. I think for my palette it is just too heavy and the flavors of the food can be pretty dense. The service was pretty...|https://s3-media4.fl.yelpcdn.com/bphoto/7YwY3fuKs4BgefNR0XXmMQ/ms.jpg|+1-408-292-7222|San Jose|CA|95113|150 S 1st StSte 107|37.333633422852|-121.88796234131
Jack In The Box|59|2.5|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c7fb9aff59f9/ico/stars/v1/stars_2_half.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/8e8633e5f8f0/ico/stars/v1/stars_small_2_half.png|https://www.yelp.com/biz/jack-in-the-box-san-jose-13?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Food...ok Presentation...ok Location...ok Service...good.Ambiance...poor Price...good|https://s3-media3.fl.yelpcdn.com/bphoto/O-P8oD0VrS2tez8HCiPKMg/ms.jpg|+1-408-287-7520|San Jose|CA|95112|148 E San Carlos St|37.332675936813|-121.88413465359
Baja Fresh Mexican Grill|77|3|https://s3-media3.fl.yelpcdn.com/assets/2/www/img/34bc8086841c/ico/stars/v1/stars_3.png|https://s3-media3.fl.yelpcdn.com/assets/2/www/img/902abeed0983/ico/stars/v1/stars_small_3.png|https://www.yelp.com/biz/baja-fresh-mexican-grill-san-jose-3?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Great service for our large catering order.  Help was friendly and accommodated our request for an earlier time tan originally planned.  Would come here...|https://s3-media3.fl.yelpcdn.com/bphoto/AygzmixvcB7QUeQ3LNGCOA/ms.jpg|+1-408-287-3565|San Jose|CA|95113|150 S 1st St|37.33363|-121.88796
