Agave Mexican Grill|191|4.5|https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png|https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png|https://www.yelp.com/biz/agave-mexican-grill-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Wanted to try a new Mexican place in downtown SJ, and we decided on this spot. Had never been, and was craving Mexican, so it was an easy choice. Right?...|https://s3-media2.fl.yelpcdn.com/bphoto/C3dcJ9o2n8wo17arUNbJKg/ms.jpg|+1-408-294-2838|San Jose|CA|95112|17 S 4th St|37.33713|-121.88737
Angelou's Mexican Grill|546|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/angelous-mexican-grill-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|*LEGIT ALTERNATIVE TO LA VICS/IGUANAS*Listen if you are suffering from eater's fatigue going to La Vic's or Iguanas, dont think twice and just go here....|https://s3-media4.fl.yelpcdn.com/bphoto/u6iW_0YCQz9R77LgJdBodg/ms.jpg|+1-408-971-2287|San Jose|CA|95113|21 N 2nd St|37.336947606755|-121.88998854233
Taqueria San Jose|306|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/taqueria-san-jose-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Great, fast, cheap option in downtown LA. The brother-in-law and I were waiting on our boba order from next door One Tea, so we popped over to share a...|https://s3-media2.fl.yelpcdn.com/bphoto/U00HpYhgp_48NlAkJ6R_AQ/ms.jpg|+1-408-288-8616|San Jose|CA|95109|235 E Santa Clara St|37.338748931885|-121.88565063477
Spartan Taco Truck|76|4.5|https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png|https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png|https://www.yelp.com/biz/spartan-taco-truck-san-jose-4?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|The good news: this is the best taco truck I've had in the bay! The bad news: I've only had two! The other bad news: Still not as good as the mission. But,...|https://s3-media4.fl.yelpcdn.com/bphoto/bhQaSLtie9bWtIQJDmju7A/ms.jpg|+1-408-712-8161|San Jose|CA|95112|447 E William St|37.333091969138|-121.87586378306
Muchos Restaurant and Bar|339|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/muchos-restaurant-and-bar-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|This was another Amz prime restaurant I used, and it was fantastic. We ordered the Gran California Burrito with chicken, the chicken floutas plate, three...|https://s3-media2.fl.yelpcdn.com/bphoto/xNjb1grY5h4CJy9gheLZ-A/ms.jpg|+1-408-277-0333|San Jose|CA|95113|72 E Santa Clara St|37.336597442627|-121.88896179199
La Victoria Taqueria|3025|3.5|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png|https://www.yelp.com/biz/la-victoria-taqueria-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|If you didn't drench all your food in orange sauce, did you even go to La Vics?! Love this place when it comes the sauce because its truly one of a kind. I...|https://s3-media4.fl.yelpcdn.com/bphoto/30U8GR-8nCdvYO13eNtZxA/ms.jpg|+1-408-298-5335|San Jose|CA|95112|140 E San Carlos St|37.332554634918|-121.88438061533
Don Pedro's Restaurant|106|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/don-pedros-restaurant-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Delicious food & great service!! The chavelas are good & the horchata too. They have an orange sauce which is hot!!|https://s3-media4.fl.yelpcdn.com/bphoto/2disipw9fOJ4y_t5LlGa1w/ms.jpg|+1-408-977-0303|San Jose|CA|95113|43 Post St|37.33511|-121.89069
Mi Chalateca|122|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/mi-chalateca-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Forget taco tuesdays and get yourself some pupusas from Mi Chalateca.  On Tuesdays from 11am-8pm the Pork, bean, and cheese pupusas are only a BUCK FIFTY....|https://s3-media3.fl.yelpcdn.com/bphoto/_-Js0BGZbFQ6pl9ed6B3IA/ms.jpg|+1-408-947-7710|San Jose|CA|95112|515 S 10th St|37.332687486265|-121.87533955963
Super Taqueria|281|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/super-taqueria-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Here's the deal. You want the best "fast" Mexican food in California. You're done. Right here, the real deal. No need to go anywhere else. No fucking...|https://s3-media2.fl.yelpcdn.com/bphoto/zu0BpjILMy4yjxSQNJVGDg/ms.jpg|+1-408-292-3470|San Jose|CA|95112|476 S 10th St|37.333513051271|-121.87562406063
Tac-Oh!|45|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/tac-oh-san-jose-2?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|This is a hidden gem! What an amazing experience and the food is spectacular! Prices are great! Sangria is so good! You have to experience the atmosphere,...|https://s3-media4.fl.yelpcdn.com/bphoto/7u2m8oq-as01fdSoKVMXwQ/ms.jpg|+1-408-618-0991|San Jose|CA|95113|399 S 1st St|37.33|-121.88635
