Milk & Wood|523|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/milk-and-wood-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Amazing! Such wow! Very yum! P.S. go early if you want to try any other flavor than Thai tea lol|https://s3-media4.fl.yelpcdn.com/bphoto/uPnuLKALQys5dFgu-2s79A/ms.jpg|+1-408-320-4047|San Jose|CA|95113|387 S 1st St|37.330181594738|-121.88652455807
Town Cafe|59|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/town-cafe-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|It was late Friday night and we were looking for some Boba & late night snack around downtown SJ. It left us with not much option really so I found Town...|https://s3-media3.fl.yelpcdn.com/bphoto/HRBucZ3bO7UXZH88cJEOHQ/ms.jpg|+1-408-320-4425|San Jose|CA|95113|301 E Santa Clara StUnit A|37.339410748008|-121.88408044647
CREAM|726|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/cream-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|When it comes to desserts, this place hits the spot. You choose your cookies (top and bottom) for your sandwich, your ice cream and sprinkle on various...|https://s3-media1.fl.yelpcdn.com/bphoto/j2jajouieYhIxysSj0Grjg/ms.jpg|+1-408-320-1519|San Jose|CA|95113|49 S 1st St|37.335288|-121.8899795
One Tea|56|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/one-tea-san-jose-4?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|I am in love with this place. I moved away from the bay and find myself coming here even if it is out of my way. I am very familiar with most of the drinks...|https://s3-media1.fl.yelpcdn.com/bphoto/F7Y_ZcOesQMn0GQu5tcC6A/ms.jpg|+1-408-638-0186|San Jose|CA|95113|231 E Santa Clara St|37.338629553452|-121.88570681959
My Milkshake|301|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/my-milkshake-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|We went to the Safeway across the street and my eyes quickly found this place...YUM! It was really good and very fast service, considering they have to...|https://s3-media1.fl.yelpcdn.com/bphoto/3vcxLAMPIWkN-dl5Idf4GA/ms.jpg|+1-408-899-6688|San Jose|CA|95113|151 S 2nd StSte 199|37.334057875733|-121.88778480185
Psycho Donuts|617|3.5|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/5ef3eb3cb162/ico/stars/v1/stars_3_half.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/2e909d5d3536/ico/stars/v1/stars_small_3_half.png|https://www.yelp.com/biz/psycho-donuts-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Try the Cookie Monster and the Key Lime Pie Donuts! A little hard to spot so walk slowly around the corner and you will see the entrance. -Sunny|https://s3-media1.fl.yelpcdn.com/bphoto/_sHiHYdQ8UORBTCqUoIDOg/ms.jpg|+1-408-533-1023|San Jose|CA|95113|288 S 2nd St|37.332280179621|-121.88601975337
Treat Ice Cream Company|221|5|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/f1def11e4e79/ico/stars/v1/stars_5.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/c7623205d5cd/ico/stars/v1/stars_small_5.png|https://www.yelp.com/biz/treat-ice-cream-company-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Awesome service! Mango - OMG chunks of mango in the ice cream! You can taste the mango! Ube- Tastes like coconut but stronger flavor and creamier.  I...|https://s3-media4.fl.yelpcdn.com/bphoto/7IVwDYbUApwqqWLL4g2dwA/ms.jpg|+1-408-292-9321|San Jose|CA|95116|11 S 19th St|37.344241487892|-121.87238292987
Chola Desserts|4|5|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/f1def11e4e79/ico/stars/v1/stars_5.png|https://s3-media1.fl.yelpcdn.com/assets/2/www/img/c7623205d5cd/ico/stars/v1/stars_small_5.png|https://www.yelp.com/biz/chola-desserts-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|Ordered churro flavored cupcakes for an office Cinco de Mayo luncheon.  Absolutely best cupcakes ever!!  Janeen does an amazing job.|https://s3-media4.fl.yelpcdn.com/bphoto/EzE_qnPpfGMTHHxuMAl7DQ/ms.jpg|+1-408-644-1732|San Jose|CA|95112||37.33793|-121.8924
Amor Cafe and Tea|426|4|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/c2f3dd9799a5/ico/stars/v1/stars_4.png|https://s3-media4.fl.yelpcdn.com/assets/2/www/img/f62a5be2f902/ico/stars/v1/stars_small_4.png|https://www.yelp.com/biz/amor-cafe-and-tea-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|I love some of the milk teas here, but others are mediocre. I love their white chocolate milk teas and their black milk tea! The good thing is that you can...|https://s3-media3.fl.yelpcdn.com/bphoto/0OAQx4_OWgm9IKRLLIt6AQ/ms.jpg|+1-408-286-2000|San Jose|CA|95112|110 E San Fernando St|37.335455|-121.886596
Sugar Tree Sweets & Treats|15|4.5|https://s3-media2.fl.yelpcdn.com/assets/2/www/img/99493c12711e/ico/stars/v1/stars_4_half.png|https://s3-media2.fl.yelpcdn.com/assets/2/www/img/a5221e66bc70/ico/stars/v1/stars_small_4_half.png|https://www.yelp.com/biz/sugar-tree-sweets-and-treats-san-jose?adjust_creative=iXFee7diZPAfi_pfPXF7Sg&utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=iXFee7diZPAfi_pfPXF7Sg|I've seen posts from Sugar Tree Sweets and Treats before, but I finally had my first chance to visit the truck tonight at Moveable Feast.  First up, it's...|https://s3-media4.fl.yelpcdn.com/bphoto/-gPBmCDhCijZFZcw1vNhww/ms.jpg|+1-408-497-6804|San Jose|CA|95112||37.345619501503|-121.88473091718
